id,country,sex,height_cm
rhop00835,KOREA,woman,163
rhop00836,KOREA,woman,161
rhop00837,KOREA,woman,161
rhop00838,KOREA,woman,167
rhop00839,KOREA,woman,166
rhop00840,KOREA,woman,170
rhop00841,KOREA,woman,162
rhop00842,KOREA,woman,163
rhop00843,KOREA,woman,167
rhop00844,KOREA,woman,168
rhop00845,KOREA,woman,165
rhop00846,KOREA,woman,162
rhop00847,KOREA,woman,162
rhop00848,KOREA,woman,168
rhop00849,KOREA,woman,172
rhop00850,KOREA,woman,163
rhop00851,KOREA,woman,165
rhop00852,KOREA,woman,164
rhop00853,KOREA,woman,170
rhop00854,KOREA,woman,164
rhop00855,KOREA,woman,171
rhop00856,KOREA,woman,168
rhop00857,KOREA,woman,171
rhop00858,KOREA,woman,169
rhop00859,KOREA,woman,164
rhop00860,KOREA,woman,167
rhop00861,KOREA,woman,170
rhop00862,KOREA,woman,162
rhop00863,KOREA,woman,164
rhop00864,KOREA,woman,162
rhop00865,KOREA,woman,163
rhop00866,KOREA,woman,160
rhop00867,KOREA,woman,162
rhop00868,KOREA,woman,171
rhop00869,KOREA,woman,160
rhop00870,KOREA,woman,165
rhop00871,KOREA,woman,169
rhop00872,KOREA,woman,167
rhop00873,KOREA,woman,163
rhop00874,KOREA,woman,169
rhop00875,KOREA,woman,171
rhop00876,KOREA,woman,166
rhop00877,KOREA,woman,160
rhop00878,KOREA,woman,168
rhop00879,KOREA,woman,167
rhop00880,KOREA,woman,161
rhop00881,KOREA,woman,168
rhop00882,KOREA,woman,169
rhop00883,KOREA,woman,170
rhop00884,KOREA,woman,169
rhop00885,KOREA,woman,166
rhop00886,KOREA,woman,164
rhop00887,KOREA,woman,163
rhop00888,KOREA,woman,170
rhop00889,KOREA,woman,161
rhop00890,KOREA,woman,169
rhop00891,TURKEY,man,170
rhop00892,TURKEY,man,183
rhop00893,TURKEY,man,166
rhop00894,TURKEY,man,174
rhop00895,TURKEY,man,181
rhop00896,TURKEY,man,167
rhop00897,TURKEY,man,187
rhop00898,TURKEY,man,184
rhop00899,TURKEY,man,164
rhop00900,TURKEY,man,176
rhop00901,TURKEY,man,189
rhop00902,TURKEY,man,189
rhop00903,TURKEY,man,181
rhop00904,TURKEY,man,177
rhop00905,TURKEY,man,167
rhop00906,TURKEY,man,171
rhop00907,TURKEY,man,189
rhop00908,TURKEY,man,166
rhop00909,TURKEY,man,168
rhop00910,TURKEY,man,162
rhop00911,TURKEY,man,171
rhop00912,TURKEY,man,165
rhop00913,TURKEY,man,171
rhop00914,TURKEY,man,190
rhop00915,TURKEY,man,187
rhop00916,TURKEY,man,167
rhop00917,TURKEY,man,191
rhop00918,TURKEY,man,184
rhop00919,TURKEY,man,182
rhop00920,TURKEY,man,176
rhop00921,TURKEY,man,178
rhop00922,TURKEY,man,182
rhop00923,TURKEY,man,183
rhop00924,TURKEY,man,188
rhop00925,TURKEY,man,175
rhop00926,TURKEY,man,172
rhop00927,TURKEY,man,179
rhop00928,TURKEY,man,178
rhop00929,TURKEY,man,175
rhop00930,TURKEY,man,180
rhop00931,TURKEY,man,175
rhop00932,TURKEY,man,179
rhop00933,TURKEY,man,175
rhop00934,TURKEY,man,175
rhop00935,TURKEY,man,178
rhop00936,TURKEY,man,178
rhop00937,TURKEY,man,176
rhop00938,TURKEY,man,184
rhop00939,TURKEY,man,181
rhop00940,TURKEY,man,172
rhop00941,TURKEY,man,175
rhop00942,TURKEY,man,173
rhop00943,TURKEY,man,172
rhop00944,TURKEY,man,181
rhop00945,TURKEY,man,174
rhop00946,TURKEY,man,181
rhop00947,TURKEY,man,176
rhop00948,TURKEY,man,176
rhop00949,TURKEY,man,174
rhop00950,TURKEY,man,172
rhop00951,TURKEY,man,174
rhop00952,TURKEY,man,178
rhop00953,TURKEY,man,175
rhop00954,TURKEY,man,174
rhop00955,TURKEY,man,177
rhop00956,TURKEY,man,172
rhop00957,TURKEY,man,175
rhop00958,TURKEY,man,179
rhop00959,TURKEY,man,174
rhop00960,TURKEY,man,180
rhop00961,TURKEY,man,173
rhop00962,TURKEY,man,179
rhop00963,TURKEY,man,176
rhop00964,TURKEY,man,174
rhop00965,TURKEY,man,179
rhop00966,TURKEY,man,175
rhop00967,TURKEY,man,173
rhop00968,TURKEY,man,178
rhop00969,TURKEY,man,177
rhop00970,TURKEY,man,173
rhop00971,TURKEY,man,178
rhop00972,TURKEY,man,178
rhop00973,TURKEY,man,175
rhop00974,TURKEY,man,172
rhop00975,TURKEY,man,181
rhop00976,TURKEY,man,179
rhop00977,TURKEY,man,178
rhop00978,TURKEY,man,181
rhop00979,TURKEY,man,173
rhop00980,TURKEY,woman,170
rhop00981,TURKEY,woman,168
rhop00982,TURKEY,woman,172
rhop00983,TURKEY,woman,168
rhop00984,TURKEY,woman,169
rhop00985,TURKEY,woman,171
rhop00986,TURKEY,woman,161
rhop00987,TURKEY,woman,171
rhop00988,TURKEY,woman,156
rhop00989,TURKEY,woman,171
rhop00990,TURKEY,woman,172
rhop00991,TURKEY,woman,162
rhop00992,TURKEY,woman,176
rhop00993,TURKEY,woman,159
rhop00994,TURKEY,woman,159
rhop00995,TURKEY,woman,172
rhop00996,TURKEY,woman,176
rhop00997,TURKEY,woman,156
rhop00998,TURKEY,woman,175
rhop00999,TURKEY,woman,164
rhop01000,TURKEY,woman,158
rhop01001,TURKEY,woman,174
rhop01002,TURKEY,woman,167
rhop01003,TURKEY,woman,173
rhop01004,TURKEY,woman,162
rhop01005,TURKEY,woman,164
rhop01006,TURKEY,woman,161
rhop01007,TURKEY,woman,158
rhop01008,TURKEY,woman,157
rhop01009,TURKEY,woman,158
rhop01010,TURKEY,woman,172
rhop01011,TURKEY,woman,157
rhop01012,TURKEY,woman,162
rhop01013,TURKEY,woman,173
rhop01014,TURKEY,woman,163
rhop01015,TURKEY,woman,170
rhop01016,TURKEY,woman,165
rhop01017,TURKEY,woman,171
rhop01018,TURKEY,woman,167
rhop01019,TURKEY,woman,166
rhop01020,TURKEY,woman,172
rhop01021,TURKEY,woman,162
rhop01022,TURKEY,woman,167
rhop01023,TURKEY,woman,169
rhop01024,TURKEY,woman,164
rhop01025,TURKEY,woman,162
rhop01026,TURKEY,woman,165
rhop01027,TURKEY,woman,162
rhop01028,TURKEY,woman,165
rhop01029,TURKEY,woman,163
rhop01030,TURKEY,woman,165
rhop01031,TURKEY,woman,174
rhop01032,TURKEY,woman,167
rhop01033,TURKEY,woman,160
rhop01034,TURKEY,woman,169
rhop01035,TURKEY,woman,174
rhop01036,TURKEY,woman,172
rhop01037,TURKEY,woman,161
rhop01038,TURKEY,woman,166
rhop01039,TURKEY,woman,174
rhop01040,TURKEY,woman,174
rhop01041,TURKEY,woman,165
rhop01042,TURKEY,woman,162
rhop01043,TURKEY,woman,161
rhop01044,TURKEY,woman,169
rhop01045,TURKEY,woman,166
rhop01046,TURKEY,woman,168
rhop01047,TURKEY,woman,164
rhop01048,TURKEY,woman,172
rhop01049,TURKEY,woman,174
rhop01050,TURKEY,woman,165
rhop01051,TURKEY,woman,162
rhop01052,TURKEY,woman,165
rhop01053,TURKEY,woman,167
rhop01054,TURKEY,woman,174
rhop01055,TURKEY,woman,160
rhop01056,TURKEY,woman,173
rhop01057,TURKEY,woman,167
rhop01058,TURKEY,woman,169
rhop01059,TURKEY,woman,168
rhop01060,TURKEY,woman,167
rhop01061,TURKEY,woman,173
rhop01062,TURKEY,woman,171
rhop01063,TURKEY,woman,169
rhop01064,TURKEY,woman,161
rhop01065,TURKEY,woman,173
rhop01066,TURKEY,woman,170
rhop01067,TURKEY,woman,164
rhop01068,TURKEY,woman,169
